ID,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
ae67223f-808e-33d3-a83e-066deebf35ed,VA Central Western Massachusetts Healthcare System,421 North Main Street,Leeds,MA,01053,42.3450660,-72.6829100,413-584-4040,17436.60,136
5259a506-b80b-3ed5-9c30-83188eabf33e,Fitchburg Outpatient Clinic,881 Main Street,Fitchburg,MA,01420,42.5864870,-71.8052100,978-342-9781 Or 978-342-9781,75816.92,590
53b25c4b-e95f-3dd1-8e69-d427cdd83631,Framingham Outpatient Clinic,61 Lincoln Street  Suite 112,Framingham,MA,01702,42.2834800,-71.4184500,800-865-3384,81499.96,636
f95eebbf-70d7-385e-8e4c-748c79c6d644,Gloucester Community Based Outpatient Clinic (CBOC),199 Main Street,Gloucester,MA,01930,42.6131020,-70.6608500,800-838-6331,31773.36,248
e0c85f99-d520-3f26-8dcd-cfbf172afc5a,Haverhill Community Based Outpatient Clinic (CBOC),108 Merrimack St.,Haverhill,MA,01830,42.7744900,-71.0790100,800-838-6331,71038.00,553
ed146054-9dd5-3f0b-83df-d29d983039c3,Hyannis Outpatient Clinic,233 Stevens St,Hyannis,MA,02601,41.6517450,-70.2942350,508-771-3190,83101.40,664
18f774ab-db01-37ba-95c4-44c4eab47089,Quincy Outpatient Clinic,110 West Squantum Street,Quincy,MA,02169,42.2726170,-71.0313300,800-865-3384,60963.52,473
d311e70d-86e7-3c03-b115-53892bcf7ef1,Worcester Outpatient Clinic,605 Lincoln Street,Worcester,MA,01605,42.2977560,-71.7668150,508-856-0104 Or 508-856-0104,330003.80,2650
7b50426f-b50b-3d7c-ab22-04a0e1632ac8,Boston Vet Center,7 Drydock Ave  Suite 2070,Boston,MA,02210,42.3446100,-71.0372800,857-203-6461,41331.20,327
3fbe3da9-8e41-3118-a253-7e2d1b46480f,Brockton Vet Center,1041L Pearl St.,Brockton,MA,02301,42.0551340,-71.0666100,508-580-2730 Or 508-580-2730,25263.69,196
7c530dcd-43f3-3f87-b41b-9f704205e0f8,New Bedford Vet Center,73 Huttleton Ave.  Unit 2,Fairhaven,MA,02719,41.6318000,-70.8801000,508-999-6920 Or 508-999-6920,73492.04,574
78dbf052-6958-3c67-af45-b5a450b70fe4,Springfield Vet Center,95 Ashley Avenue  Suite A,West Springfield,MA,01089,42.1393970,-72.6238200,413-737-5167 Or 413-737-5167,56391.10,448
3a2242e0-de37-303b-bdfc-e160c7eae518,Worcester Vet Center,255 Park Ave Suite # 900,Worcester,MA,01609,42.2655560,-71.8186650,508-753-7902,39342.13,310
d5f4875f-6df2-32a8-a01b-47267f47fc49,TERRI PEREIRA,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.3496170,-71.5472140,508-481-5519,19761.48,153
74e00d14-2bbf-3cf3-ae7a-71077abf5f3c,PCP148,175 ELM ST,SALISBURY,MA,01952-1828,42.8447940,-70.8414990,978-828-2053,9299.52,72
79e14b44-8026-3599-b8ac-14813879825e,PCP297,307 MILL ST,HOLLISTON,MA,01746-1041,42.1959510,-71.4534300,508-429-1905,8007.92,62
6725cc67-119b-38a5-9fc8-c104c2b7f993,PCP364,1010 MAIN ST,HOLDEN,MA,01520-1237,42.3558010,-71.8625740,508-829-9955,3229.00,25
6af0ebcc-05f8-3fa6-9c0a-8061fdadc2a4,PCP1609,130 CENTRE ST,DANVERS,MA,01923-1683,42.5741740,-70.9505160,978-500-5550,9557.84,74
230b3872-a16b-3c49-b4cb-288c356ed3d4,PCP1901,450 W RIVER ST,ORANGE,MA,01364-1440,42.6054370,-72.2920740,978-544-1503,6974.64,54
0b829ba7-406d-3339-b330-1e995b1d72a0,PCP2044,150 MARKET ST,LYNN,MA,01901-1529,42.4748620,-70.9621850,781-592-6100,3874.80,30
6cb36205-a8ea-322b-8376-c9c7dc6121df,PCP2054,352 PARK ST,NORTH READING,MA,01864-2164,42.5782220,-71.0843980,978-290-1295,2066.56,16
b6fe1d9f-de1d-32f9-a76d-ccd6fa82e3e0,DIAGNOSTIC ULTRASOUND ASSOCIATES  PC,1 BROOKLINE PL,BROOKLINE,MA,02445-7277,42.3238530,-71.1420030,617-739-0245,6070.52,47
02da9e41-5656-33e0-be62-aff604c958d3,PCP2381,17 HENSHAW ST,BRIGHTON,MA,02135-2905,42.3319600,-71.0201730,617-363-99881,6070.52,47
869ba21d-a974-3260-9752-4d1ba8d12f28,PCP2617,102 WESTLAND RD,WESTON,MA,02493-1341,42.3605020,-71.3034330,781-894-8898,9816.16,76
518271fa-2372-3b99-9b3f-a9ccc3cfc33b,PCP2704,31 HASTINGS ST,MENDON,MA,01756-1090,42.0938700,-71.5445190,508-473-12005,4262.28,33
ccfeccfd-8e42-343b-b30c-d078bcf2051c,PCP3184,80 WASHINGTON ST,NORWELL,MA,02061-1740,42.1645690,-70.8188440,781-347-47147,6328.84,50
f64a8254-152a-394c-aa57-4a7e88ce99af,PCP3554,450 W RIVER ST,ORANGE,MA,01364-1443,42.6054370,-72.2920740,978-544-1556,2583.20,21
0de9633c-54dd-39cb-947c-8ab5ecdf93a2,PCP3874,2 SHAKER RD,SHIRLEY,MA,01464-2561,42.5736540,-71.6409860,978-425-6666,6199.68,48
58fa71de-2295-33b8-8932-176a72078898,PCP4047,265 PLEASANT ST,ROCKLAND,MA,02370-1280,42.1292510,-70.9087360,781-878-6962,11366.08,88
ddee27b9-3e12-323a-b713-d10cdf15baa7,PCP4122,345 UNION ST,NEW BEDFORD,MA,02740-3679,41.6613030,-70.9379130,508-617-3296,7749.60,61
ad3a23c5-ee9b-361d-96ee-244364c9b63a,PCP4460,7 KIMBALL LN E,LYNNFIELD,MA,01940-2617,42.5341460,-71.0383330,978-290-7090,8524.56,66
755c4fdf-858f-3c62-80bf-5e9ae114c9cf,TRANQUIL MIND AND WELLNESS,109 RHODE ISLAND RD B,LAKEVILLE,MA,02347-1370,41.8344120,-70.9571660,508-947-1683,2324.88,18
059cdf63-a616-3f61-be4d-410d0be0623a,PCP4608,1250 HANCOCK ST,QUINCY,MA,02169-4339,42.2610060,-71.0089880,617-471-2444,9170.36,71
6ab2e1c9-e185-3282-a4e8-d200a6f2b36c,PCP4621,282 MAIN ST,GROVELAND,MA,01834-1229,42.7539000,-71.0159350,978-758-2087,3745.64,29
98b63415-bc21-3f43-b5ad-b78fb98c023d,PCP4717,214 N MAIN ST,WEST BRIDGEWATER,MA,02379-1251,42.0216170,-71.0267170,508-587-2858,645.80,5
1d316cdb-fcb8-3b90-a2e4-079a330d344c,PCP5409,1318 BEACON ST,BROOKLINE,MA,02446-3793,42.3238530,-71.1420030,617-441-0173,4262.28,34
48f9895c-222b-3082-ab26-0b5220b07ab4,PCP6451,201 PARK AVE,WEST SPRINGFIELD,MA,01089-3366,42.1254510,-72.6497340,413-259-7437,4908.08,38
a2aaf487-f3e3-3882-824d-e7bd8d61fcf9,PCP6716,1 OLDE N RD,CHELMSFORD,MA,01824-1453,42.5970550,-71.3697000,978-455-0437,7749.60,60
d4acb8de-63b6-392f-bff4-02cc037cd31a,PCP6769,15 COTTAGE AVE,QUINCY,MA,02169-5216,42.2610060,-71.0089880,617-328-4348,3616.48,28
e9a3d0b3-e44a-3b9e-9540-5dd9bfaeee78,PCP6815,233 HARVARD ST,BROOKLINE,MA,02446-5017,42.3238530,-71.1420030,617-513-6254,4262.28,33
28296513-2591-3a92-82cf-2697f7e44ecc,PCP7021,2 DUNDEE PARK DR,ANDOVER,MA,01810-3735,42.6480440,-71.1617510,978-247-8958,4003.96,31
25e23ee2-fa17-3b8f-8bba-34841db77290,PCP7099,210 WHITING PLACE,HINGHAM,MA,02043,42.2243190,-70.8806730,781-740-90445,4391.44,34
973e7384-d05b-32ad-a8cc-c39191ee9150,PCP7483,152 N ST,PITTSFILED,MA,01201,42.4520450,-73.2605400,413-443-8480,9428.68,73
9b49afd9-7855-3377-9dc9-28b5d1f4ca0f,PCP7628,25 MAIN ST,WAYLAND,MA,01778-5036,42.3604270,-71.3610990,508-655-9127,4649.76,36
e70c555a-032c-3e05-8419-d9eea8d0cbbe,PCP7857,233 HARVARD ST,BROOKLINE,MA,02446-5017,42.3238530,-71.1420030,617-738-9901,3874.80,30
a0123c36-2436-3609-a5eb-3c3857ed711d,PCP8367,12 CORSER ST,HOLYOKE,MA,01040-2275,42.2116560,-72.6424480,413-887-7827,1291.60,10
5f3e3a85-0461-3b77-9505-f57767d24412,PCP8369,25 OLD WESTPORT RD,DARTMOUTH,MA,02747-2537,41.5665100,-70.9582290,508-813-0981,11753.56,91
6ffe62de-5d90-3cc7-be16-643a7496c817,PCP8458,601 AMHERST RD,SUNDERLAND,MA,01375-9466,42.4666910,-72.5467510,413-665-3336,7232.96,56
42a6d2c0-4c41-30de-b401-d24121341258,PCP8527,258 MAIN ST,MILFORD,MA,01757-2506,42.1586920,-71.5214190,508-473-5888,8137.08,63
70ccf20b-dc53-3d51-af24-e9349ac9645c,PCP8546,131 WORCESTER RD,WESTMINSTER,MA,01473-1606,42.5546000,-71.9054400,978-874-1991,3745.64,29
fcae3c44-95b9-3a38-ba85-2f0385345e27,PCP9004,176 OLD COUNTY RD,WESTPORT,MA,02790-1172,41.5797940,-71.0818220,508-636-0703,12657.68,98
32836213-4ac7-3021-aad8-6383f3ced351,PCP9022,1 HOLLYWOOD DR,GRAFTON,MA,01536-1614,42.2091510,-71.6836440,508-839-3616,14336.76,111
7a146a36-8ec0-3452-b486-0b6894af0458,PCP9095,10 S MAIN ST,BELCHERTOWN,MA,01007-9401,42.2790100,-72.4004680,413-323-8554,7232.96,56
3fe0cf12-2a0b-33b2-b80c-45139c7889a9,PCP9455,2 COLUMBIA RD,PEMBROKE,MA,02359-1842,42.0678040,-70.8057130,781-826-2270,3229.00,26
473293d9-b54a-384c-9146-05416f9bdac4,PCP9643,173 MOUNT AUBURN ST,WATERTOWN,MA,02472-4005,42.3694510,-71.1779250,617-396-7687,2454.04,19
502a2ddb-e54a-3b43-9ad9-8103221c44d6,PCP9755,7 BARON WAY,LITTLETON,MA,01460-1122,42.5359310,-71.4905690,978-580-1342,5424.72,42
b3a36503-0436-317f-a5f0-d18aa5629349,PCP9953,77 PLAYSTEAD RD,MEDFORD,MA,02155-1451,42.4238440,-71.1092310,781-332-6311,6587.16,51
06eff9e0-c5b4-39ed-8273-2f29cf5d3185,PCP10127,464 GRANITE AVE,MILTON,MA,02186-5625,42.2415570,-71.0824320,617-698-0998,10978.60,85
777aafd6-1743-3ea6-89ff-99d9e3608aad,PCP10201,616 MAIN ST,DENNIS,MA,02638-1906,41.7061230,-70.1648230,508-385-2550,3616.48,28
fafcf3db-7df5-3b11-8653-9032850edd62,PCP10220,680 ASHBURNHAM HILL RD,FITCHBURG,MA,01420-1866,42.6019770,-71.8158700,978-423-8907,3745.64,29
2cdbd26a-7304-3a85-93bc-9e92c6a91f00,PCP10689,403 HIGHLAND AVE,SOMERVILLE,MA,02144-2530,42.3904450,-71.1010330,617-666-5800,2066.56,16
db30cadc-72a0-3810-a951-678fb424a606,PCP11284,22 ELLIS RD,WEST NEWTON,MA,02465-2917,42.3318760,-71.2084020,617-964-8809,904.12,8
9ba4bc4f-ebc3-3c11-b80a-7caa2bbb3836,PCP11669,31 JACKSON ST,NEWTON,MA,02459-2511,42.3318760,-71.2084020,617-462-9339,2970.68,23
043c2193-7fbd-3a5c-ad68-275230f1f3d4,PCP11873,DOVER MEDICAL PROFESSIONAL BUILDING,DOVER,MA,02030-2374,42.2341600,-71.2911670,508-785-2319,3745.64,29
4d4f0156-9110-3edd-aa94-53f4d58fce4a,PCP11928,55 PUTNEY RD,LEVERETT,MA,01054-9770,42.4688980,-72.4845790,413-348-6257,1808.24,14
daa4c408-5fc5-32a8-881e-12181e8b8598,PCP12132,11 PROSPECT ST,SHERBORN,MA,01770-1302,42.2319470,-71.3729630,508-545-1843,4391.44,34
ccafb5f7-0a90-3c10-9803-d2e8798178a4,PCP12382,71 ADAMS ST,MILTON,MA,02187,42.2415570,-71.0824320,617-686-9378,9687.00,75
6cf7174e-d3b8-365f-b74f-72da86c3ab31,PCP13263,250 GRANITE ST,BRAINTREE,MA,02184-2807,42.2054160,-71.0021680,781-843-4295,7491.28,58
bd037283-ea3d-351d-81ed-fdcb4db8ed1b,PCP13521,465 NASHUA RD,DRACUT,MA,01826-2944,42.6797230,-71.3006800,978-866-8530,2583.20,20
6283a0f2-98cd-30e3-a92d-620a208e254c,PCP13525,307 CONCORD AVE,CAMBRIDGE,MA,02138-1207,42.3760430,-71.1186800,617-497-1484,5295.56,41
f0fdfcb5-779b-341a-be4e-a6445b300751,ORTHOSPORTS AND AQUATIC PHYSICAL THERAPY  PC,1237 HIGHLAND AVE,NEEDHAM,MA,02492-2615,42.2815930,-71.2424140,781-444-1290,1808.24,14
5f6fe06a-a687-3540-8cab-fda5744d8a29,PCP13802,986 SARATOGA ST,EAST BOSTON,MA,02128-1142,42.3755410,-70.9706460,617-846-3330,7232.96,56
7b51122e-57a4-3cec-a1f4-140c78a069ce,PCP14063,1 MERRIMAC ST,NEWBURYPORT,MA,01950-2562,42.8121410,-70.8866460,978-465-6585,8912.04,69
a2879c54-b45d-3af3-bdb9-f1a425583699,PCP14074,185 SCHOOL ST,MILTON,MA,02186-3513,42.2415570,-71.0824320,617-728-1410,7620.44,59
720d923f-7c6d-30b0-ba7a-2f45be843188,CENTER FOR EYE EXCELLENCE,1515 ALLEN ST,SPRINGFIELD,MA,01118-1895,42.1154540,-72.5399780,413-782-0030,4391.44,34
6236e299-a751-3819-8b06-a17004bdbbfd,BOSTON VISION WORKS INC,335 MAIN ST,SAUGUS,MA,01906-3143,42.4684320,-71.0139460,781-233-9570,9299.52,72
588e03bd-91bc-3442-be9e-66c18ba36c0c,KHOURY CHIROPRACTC  INC.,116 MECHANIC ST,BELLINGHAM,MA,02019-1678,42.0766820,-71.4744900,508-966-3777,26606.96,206
b1b59ef1-fcf4-34f8-8fd2-4d51b1586d85,PCP14706,92 FAUNCE CORNER RD,NORTH DARTMOUTH,MA,02747-1262,41.6466860,-70.9991580,508-994-1109,8137.08,63
b1423e28-2040-3f03-b51c-16a35b0ee7c8,ASSOCIATED EYE PHYSICIANS AND SURGEONS INC,1261 FURNACE BROOK PKWY,QUINCY,MA,02169-4762,42.2610060,-71.0089880,617-770-0011,2195.72,17
